,compound_id,target_id,standard_type,standard_relation,standard_value,standard_units
4462886,CHEMBL288441,P15056,KD,>,10000.0,NM
4462887,CHEMBL288441,P14616,KD,>,10000.0,NM
4462893,CHEMBL288441,P12931,KD,=,1.0,NM
4462936,CHEMBL288441,P11802,KD,>,10000.0,NM
4462937,CHEMBL288441,P11802,KD,>,10000.0,NM
4462940,CHEMBL288441,P11362,KD,>,10000.0,NM
4462944,CHEMBL288441,P11309,KD,>,10000.0,NM
4462952,CHEMBL288441,P10721,KD,=,270.0,NM
4462955,CHEMBL288441,P10721,KD,=,180.0,NM
4462958,CHEMBL288441,P10721,KD,=,73.0,NM
4462959,CHEMBL288441,P10721,KD,=,520.0,NM
4462960,CHEMBL288441,P10721,KD,=,430.0,NM
4462961,CHEMBL288441,P10721,KD,>,10000.0,NM
4462962,CHEMBL288441,P10721,KD,=,130.0,NM
4462969,CHEMBL288441,P10721,KD,=,420.0,NM
4462975,CHEMBL288441,P0C264,KD,>,10000.0,NM
4462976,CHEMBL288441,P0C1S8,KD,=,94.0,NM
4462977,CHEMBL288441,P09769,KD,=,6.3,NM
4462983,CHEMBL288441,P09619,KD,=,200.0,NM
4462988,CHEMBL288441,P08922,KD,>,10000.0,NM
4462992,CHEMBL288441,P08631,KD,=,3.4,NM
4463000,CHEMBL288441,P08581,KD,=,6800.0,NM
4463001,CHEMBL288441,P08581,KD,=,3100.0,NM
4463002,CHEMBL288441,P08581,KD,=,2200.0,NM
4463005,CHEMBL288441,P08069,KD,>,10000.0,NM
4463011,CHEMBL288441,P07949,KD,=,3800.0,NM
4463012,CHEMBL288441,P07949,KD,>,10000.0,NM
4463015,CHEMBL288441,P07949,KD,=,4200.0,NM
4463016,CHEMBL288441,P07949,KD,=,4800.0,NM
4463020,CHEMBL288441,P07948,KD,=,4.2,NM
4463028,CHEMBL288441,P07947,KD,=,4.0,NM
4463035,CHEMBL288441,P07333,KD,=,380.0,NM
4463039,CHEMBL288441,P07332,KD,=,330.0,NM
4463053,CHEMBL288441,P06241,KD,=,11.0,NM
4463062,CHEMBL288441,P06239,KD,=,0.59,NM
4463069,CHEMBL288441,P06213,KD,>,10000.0,NM
4463079,CHEMBL288441,P04629,KD,=,3100.0,NM
4463085,CHEMBL288441,P04626,KD,=,2500.0,NM
4463088,CHEMBL288441,P04049,KD,>,10000.0,NM
4463093,CHEMBL288441,P00533,KD,=,18.0,NM
4463094,CHEMBL288441,P00533,KD,=,98.0,NM
4463095,CHEMBL288441,P00533,KD,=,26.0,NM
4463096,CHEMBL288441,P00533,KD,=,29.0,NM
4463097,CHEMBL288441,P00533,KD,=,38.0,NM
4463098,CHEMBL288441,P00533,KD,=,30.0,NM
4463101,CHEMBL288441,P00533,KD,=,23.0,NM
4463102,CHEMBL288441,P00533,KD,=,390.0,NM
4463105,CHEMBL288441,P00533,KD,=,71.0,NM
4463106,CHEMBL288441,P00533,KD,=,110.0,NM
4463110,CHEMBL288441,P00533,KD,=,340.0,NM
4463113,CHEMBL288441,P00533,KD,=,35.0,NM
4463122,CHEMBL288441,P00519,KD,=,0.047,NM
4463123,CHEMBL288441,P00519,KD,=,0.63,NM
4463124,CHEMBL288441,P00519,KD,=,0.18,NM
4463125,CHEMBL288441,P00519,KD,=,0.11,NM
4463126,CHEMBL288441,P00519,KD,=,0.028999999999999998,NM
4463129,CHEMBL288441,P00519,KD,=,0.062,NM
4463132,CHEMBL288441,P00519,KD,=,0.037000000000000005,NM
4463135,CHEMBL288441,P00519,KD,=,0.086,NM
4463136,CHEMBL288441,P00519,KD,=,0.039,NM
4463140,CHEMBL288441,P00519,KD,=,21.0,NM
4463141,CHEMBL288441,P00519,KD,=,3.6,NM
4463144,CHEMBL288441,P00519,KD,=,0.036000000000000004,NM
4463145,CHEMBL288441,P00519,KD,=,0.12,NM
4463154,CHEMBL288441,P00519,KD,=,0.057,NM
4463155,CHEMBL288441,P00519,KD,=,0.057,NM
4463162,CHEMBL288441,O96017,KD,=,120.0,NM
4463166,CHEMBL288441,O96013,KD,>,10000.0,NM
4463170,CHEMBL288441,O95835,KD,>,10000.0,NM
4463171,CHEMBL288441,O95819,KD,=,8.2,NM
4463175,CHEMBL288441,O95747,KD,>,10000.0,NM
4463177,CHEMBL288441,O95382,KD,>,10000.0,NM
4463178,CHEMBL288441,O94921,KD,=,1400.0,NM
4463179,CHEMBL288441,O94806,KD,=,4600.0,NM
4463181,CHEMBL288441,O94804,KD,=,7.0,NM
4463188,CHEMBL288441,O94768,KD,>,10000.0,NM
4463189,CHEMBL288441,O76039,KD,>,10000.0,NM
4463190,CHEMBL288441,O75914,KD,=,5700.0,NM
4463194,CHEMBL288441,O75747,KD,>,10000.0,NM
4463195,CHEMBL288441,O75716,KD,>,10000.0,NM
4463200,CHEMBL288441,O75676,KD,>,10000.0,NM
4463201,CHEMBL288441,O75676,KD,>,10000.0,NM
4463205,CHEMBL288441,O75582,KD,>,10000.0,NM
4463206,CHEMBL288441,O75582,KD,>,10000.0,NM
4463207,CHEMBL288441,O75460,KD,>,10000.0,NM
4463208,CHEMBL288441,O75385,KD,=,1200.0,NM
4463210,CHEMBL288441,O75116,KD,=,360.0,NM
4463216,CHEMBL288441,O60674,KD,=,1100.0,NM
4463220,CHEMBL288441,O60331,KD,>,10000.0,NM
4463221,CHEMBL288441,O60285,KD,=,5900.0,NM
4463226,CHEMBL288441,O43353,KD,=,3700.0,NM
4463231,CHEMBL288441,O43318,KD,=,100.0,NM
4463232,CHEMBL288441,O43293,KD,>,10000.0,NM
4463236,CHEMBL288441,O43283,KD,=,480.0,NM
4463237,CHEMBL288441,O15530,KD,>,10000.0,NM
4463242,CHEMBL288441,O15264,KD,>,10000.0,NM
4463246,CHEMBL288441,O15197,KD,=,3000.0,NM
4463247,CHEMBL288441,O15146,KD,>,10000.0,NM
4463251,CHEMBL288441,O15111,KD,>,10000.0,NM
4463255,CHEMBL288441,O15075,KD,>,10000.0,NM
4463256,CHEMBL288441,O14976,KD,=,1.3,NM
4463259,CHEMBL288441,O14965,KD,>,10000.0,NM
4463262,CHEMBL288441,O14936,KD,=,830.0,NM
4463263,CHEMBL288441,O14920,KD,>,10000.0,NM
4463267,CHEMBL288441,O14757,KD,=,3000.0,NM
4463271,CHEMBL288441,O14733,KD,=,5300.0,NM
4463274,CHEMBL288441,O14730,KD,=,1600.0,NM
4463275,CHEMBL288441,O14578,KD,=,2400.0,NM
4463276,CHEMBL288441,O00750,KD,>,10000.0,NM
4463277,CHEMBL288441,O00506,KD,=,900.0,NM
4463280,CHEMBL288441,O00444,KD,>,10000.0,NM
4463283,CHEMBL288441,O00329,KD,>,10000.0,NM
4463284,CHEMBL288441,O00238,KD,>,10000.0,NM
4463438,CHEMBL662,"P20420, P43143, P12392, P09483, P12389, Q05941, P04757, P12391, P12390, Q9JLB5, P43144",KD,=,880000.0,NM
4463439,CHEMBL662,"P20420, P43143, P12392, P09483, P12389, Q05941, P04757, P12391, P12390, Q9JLB5, P43144",KD,=,160000000.0,NM
4463577,CHEMBL750,P35218,KD,=,20.6,NM
4463625,CHEMBL750,P00918,KD,=,47.6,NM
4464606,CHEMBL3590513,Q9Y4K3,KD,=,990000.0,NM
4465952,CHEMBL310350,"P08514, P05106",KD,=,22.0,NM
4466257,CHEMBL95406,P0A6D3,KD,=,500.0,NM
4466365,CHEMBL2414811,P29274,KD,=,16.5,NM
4466620,CHEMBL14690,Q9Y5N1,KD,=,0.1,NM
4466635,CHEMBL14690,Q9JI35,KD,=,0.158,NM
4467173,CHEMBL3425859,O14976,KD,=,47.0,NM
4467344,CHEMBL2370609,"P48974, Q00788, P30560",KD,=,4.68,NM
4467345,CHEMBL2370609,"P48974, Q00788, P30560",KD,=,15.14,NM
4467422,CHEMBL417400,"P23944, P43140, P15823",KD,=,125.89,NM
4467424,CHEMBL417400,"P08909, P30994, P14842",KD,=,79.43,NM
4467748,CHEMBL294452,P25103,KD,=,540.0,NM
4467749,CHEMBL292816,P25103,KD,=,290.0,NM
4468354,CHEMBL84,P11387,KD,=,26.5,NM
4469636,CHEMBL237862,Q9Y5N1,KD,=,19.95,NM
4469781,CHEMBL2229712,A1XG20,KD,=,180.0,NM
4469783,CHEMBL2229711,A1XG20,KD,=,49.0,NM
4469994,CHEMBL100986,P28705,KD,>,1000.0,NM
4469996,CHEMBL100986,P28704,KD,>,1000.0,NM
4469998,CHEMBL100986,P19793,KD,=,818.0,NM
4470000,CHEMBL100986,P13631,KD,>,1000.0,NM
4470002,CHEMBL100986,P10826,KD,>,1000.0,NM
4470004,CHEMBL100986,P10276,KD,>,1000.0,NM
4471110,CHEMBL411806,P30969,KD,=,1.0,NM
4471147,CHEMBL206730,O70212,KD,>,1000000.0,NM
4472391,CHEMBL2315584,Q05397,KD,=,24.0,NM
4473366,CHEMBL3318465,P00338,KD,=,8200.0,NM
4473457,CHEMBL2407189,P9WNS1,KD,=,90.0,NM
4473491,CHEMBL39642,"P50052, P30556",KD,=,46.77,NM
4473721,CHEMBL1740,P25098,KD,=,610.0,NM
4473953,CHEMBL679,P21728,KD,=,55000.0,NM
4474062,CHEMBL679,P07550,KD,=,630.0,NM
4474063,CHEMBL679,P07550,KD,=,630.96,NM
4475789,CHEMBL2337442,P61964,KD,>,20000.0,NM
4476834,CHEMBL414090,"P48974, Q00788, P30560",KD,=,8.91,NM
4476835,CHEMBL414090,"P48974, Q00788, P30560",KD,=,9.33,NM
4476872,CHEMBL285719,P25102,KD,=,316.23,NM
4477127,CHEMBL3393550,Q9H3N8,KD,=,15.85,NM
4477402,CHEMBL412830,P79218,KD,=,2630.27,NM
4477403,CHEMBL412830,P51144,KD,=,426.58,NM
4477404,CHEMBL412830,P16610,KD,=,30.9,NM
4477640,CHEMBL258179,Q8RN04,KD,=,35000.0,NM
4477641,CHEMBL437023,Q8RN04,KD,=,17000.0,NM
4477929,CHEMBL3286928,O43924,KD,=,689.0,NM
4478581,CHEMBL409171,P26684,KD,=,96.0,NM
4478582,CHEMBL409171,P26684,KD,=,3122.0,NM
4479160,CHEMBL502093,P33033,KD,=,28.84,NM
4479357,CHEMBL518197,P31644,KD,=,4.0,NM
4479358,CHEMBL518197,P14867,KD,=,200.0,NM
4479438,CHEMBL752,Q72874,KD,=,1.13,NM
4479483,CHEMBL752,P0A9J4,KD,>,5000000.0,NM
4479502,CHEMBL752,P00338,KD,=,650000.0,NM
4479555,CHEMBL256454,P29401,KD,=,29.0,NM
4480411,CHEMBL265394,"P48974, Q00788, P30560",KD,=,7.08,NM
4480412,CHEMBL265394,"P48974, Q00788, P30560",KD,=,12.02,NM
4480462,CHEMBL3310215,P06730,KD,=,5010000.0,NM
4480905,CHEMBL59951,P31389,KD,=,120.23,NM
4481219,CHEMBL543940,Q8K4Z4,KD,=,3162.28,NM
4481220,CHEMBL543940,B0FL73,KD,=,16982.44,NM
4481259,CHEMBL2371077,P00918,KD,=,290.0,NM
4481533,CHEMBL150193,"P23944, P43140, P15823",KD,=,2.51,NM
4481534,CHEMBL150193,"P22909, P19328, P22086",KD,=,281.84,NM
4481665,CHEMBL407678,Q8VH26,KD,=,549.54,NM
4481670,CHEMBL407678,P08172,KD,=,4.37,NM
4481911,CHEMBL2333151,Q07820,KD,=,3710.0,NM
4481912,CHEMBL2333151,Q07820,KD,=,3715.35,NM
4482493,CHEMBL266268,"P13945, P08588, P07550",KD,=,158.49,NM
4482494,CHEMBL266268,"P13945, P08588, P07550",KD,=,398.11,NM
4482854,CHEMBL12073,"Q9NS75, Q9Y271",KD,=,33500.0,NM
4483283,CHEMBL3613830,I6YFP0,KD,=,0.54,NM
4483495,CHEMBL463987,P70605,KD,=,20.0,NM
4483882,CHEMBL321549,P34978,KD,>,1000.0,NM
4483980,CHEMBL154455,"P08173, P11229, P08912, P20309, P08172",KD,=,570.0,NM
4484047,CHEMBL103275,"O15264, Q16539, Q15759, P53778",KD,>,900.0,NM
4484667,CHEMBL1213160,P29994,KD,=,0.2,NM
4484668,CHEMBL1213160,P29994,KD,=,0.36,NM
4484669,CHEMBL1213160,P29994,KD,=,0.89,NM
4484777,CHEMBL51385,P00918,KD,=,310.0,NM
4484778,CHEMBL51385,P00918,KD,=,330.0,NM
4486054,CHEMBL2048319,P9WPP1,KD,=,450.0,NM
4487071,CHEMBL286907,P25102,KD,=,3162.28,NM
4487509,CHEMBL542501,Q01959,KD,=,21400.0,NM
4487512,CHEMBL542501,P31645,KD,=,40.0,NM
4487514,CHEMBL542501,P23975,KD,=,3430.0,NM
4487675,CHEMBL3104274,P07900,KD,=,1.4,NM
4488352,CHEMBL454229,P55899,KD,=,2200.0,NM
4488682,CHEMBL1922911,P42338,KD,=,500.0,NM
4488930,CHEMBL2407454,P27694,KD,=,12000.0,NM
4489363,CHEMBL540396,P20309,KD,=,0.0126,NM
4489364,CHEMBL540396,P11229,KD,=,0.316,NM
4489365,CHEMBL540396,P08172,KD,=,0.2,NM
4489668,CHEMBL6437,P35348,KD,=,251.19,NM
4489764,CHEMBL6437,"P23944, P43140, P15823",KD,=,57.54,NM
4489765,CHEMBL6437,"P23944, P43140, P15823",KD,=,57.54,NM
4489767,CHEMBL6437,"P23944, P43140, P15823",KD,=,3890.45,NM
4489773,CHEMBL6437,"P22909, P19328, P22086",KD,=,158.49,NM
4489775,CHEMBL6437,"P22909, P19328, P22086",KD,=,53.7,NM
4489777,CHEMBL6437,"P22909, P19328, P22086",KD,=,53.7,NM
4489779,CHEMBL6437,"P22909, P19328, P22086",KD,=,2137.96,NM
4489884,CHEMBL6437,P08908,KD,=,398.11,NM
4489992,CHEMBL524516,P17612,KD,=,0.5,NM
4489993,CHEMBL524516,O75116,KD,<,1.0,NM
4490469,CHEMBL263860,"P48974, P30560",KD,=,42.66,NM
4491155,CHEMBL1161947,O67648,KD,=,8600.0,NM
4491508,CHEMBL11467,Q8K4Z4,KD,=,74131.02,NM
4491509,CHEMBL11467,B0FL73,KD,=,43.65,NM
4491578,CHEMBL2289209,E3SW77,KD,=,1.06,UG ML-1
4491828,CHEMBL187549,Q13526,KD,>,2000000.0,NM
4491994,CHEMBL80069,P47747,KD,=,812.83,NM
4492236,CHEMBL263085,"P13945, P08588, P07550",KD,=,19.95,NM
4492237,CHEMBL263085,"P13945, P08588, P07550",KD,=,19.95,NM
4492309,CHEMBL3590362,Q13526,KD,=,1680.0,NM
4492521,CHEMBL176022,P21554,KD,=,0.794,NM
4492524,CHEMBL26156,"P23944, P43140, P15823",KD,=,9549.93,NM
4492525,CHEMBL26156,"P22909, P19328, P22086",KD,=,75.86,NM
4492526,CHEMBL26156,"P22909, P19328, P22086",KD,=,1122.02,NM
4492527,CHEMBL26156,"P18825, P08913, P18089",KD,=,95.5,NM
4492529,CHEMBL29379,"P35348, P35368, P25100",KD,=,10471.29,NM
4492531,CHEMBL29379,"P23944, P43140, P15823",KD,=,14125.38,NM
4492532,CHEMBL29379,"P22909, P19328, P22086",KD,=,23.44,NM
4492533,CHEMBL29379,"P22909, P19328, P22086",KD,=,23.99,NM
4492534,CHEMBL29379,"P18825, P08913, P18089",KD,=,741310241.3,NM
4492536,CHEMBL280650,"P23944, P43140, P15823",KD,=,2187.76,NM
4492537,CHEMBL280650,"P22909, P19328, P22086",KD,=,125.89,NM
4492538,CHEMBL280650,"P22909, P19328, P22086",KD,=,169.82,NM
4492540,CHEMBL28531,"P35348, P35368, P25100",KD,=,4073.8,NM
4492542,CHEMBL28531,"P23944, P43140, P15823",KD,=,11220.18,NM
4492543,CHEMBL28531,"P22909, P19328, P22086",KD,=,5.5,NM
4492544,CHEMBL28531,"P22909, P19328, P22086",KD,=,6.76,NM
4492545,CHEMBL28531,"P18825, P08913, P18089",KD,=,8.51,NM
4492876,CHEMBL1822493,Q9UQB9,KD,=,17.0,NM
4492878,CHEMBL1822493,Q96GD4,KD,=,41.0,NM
4492879,CHEMBL1822493,O14965,KD,=,85.0,NM
4493815,CHEMBL7386,"P13945, P08588, P07550",KD,=,50.12,NM
4493816,CHEMBL7386,"P13945, P08588, P07550",KD,=,251.19,NM
4494065,CHEMBL567022,P45040,KD,=,7079457.84,NM
4494748,CHEMBL3425877,O14976,KD,=,63.0,NM
4494921,CHEMBL186319,P98170,KD,>,20000.0,NM
4494977,CHEMBL411586,P30969,KD,=,1.3,NM
4495330,CHEMBL84774,"P08514, P05106",KD,=,6.9,NM
4495900,CHEMBL1909451,P01008,KD,=,7.0,NM
4496972,CHEMBL50154,P61169,KD,=,14.0,NM
4498565,CHEMBL320267,"P49286, P48039",KD,=,1.64e-11,
4498690,CHEMBL1939567,P15056,KD,=,8000.0,NM
4498991,CHEMBL247062,Q9Y5N1,KD,=,0.7240000000000001,NM
4499087,CHEMBL2425146,Q05397,KD,=,1530.0,NM
4499203,CHEMBL92261,P23944,KD,=,6.31,NM
4499478,CHEMBL71941,Q9JI35,KD,=,10.0,NM
4500649,CHEMBL200412,P15056,KD,=,6.0,NM
4500717,CHEMBL297936,P06239,KD,=,3000.0,NM
4500718,CHEMBL297936,P06239,KD,=,3000.0,NM
4500994,CHEMBL3415380,P00918,KD,=,0.034,NM
4501132,CHEMBL34155,"P28473, P28471, P23574, P15431, P63079, O09028, P30191, Q91ZM7, P18508, P62813, P20236, P19969, P23576, P63138, Q9ES14, P18506",KD,=,104000.0,NM
4501936,CHEMBL2289214,E3SW77,KD,=,0.92,UG ML-1
4502294,CHEMBL1203102,"P35348, P35368, P25100",KD,=,616.6,NM
4502295,CHEMBL1203102,"P13945, P08588, P07550",KD,=,1202.26,NM
4502698,CHEMBL1500906,P00918,KD,=,426.0,NM
4503498,CHEMBL1791265,"P25095, P35351, P29089",KD,=,79.43,NM
4503700,CHEMBL3112700,P43490,KD,=,177000.0,NM
4503727,CHEMBL1770959,Q9H3N8,KD,=,12.59,NM
4504030,CHEMBL12379,"P26255, P10608, P18090",KD,=,2.67,
4504031,CHEMBL12379,"P26255, P10608, P18090",KD,=,4.01,
4505229,CHEMBL458164,P0A6R0,KD,=,20.0,NM
4505382,CHEMBL3597682,Q99814,KD,=,411.0,NM
4505446,CHEMBL171174,"P25095, P35351, P29089",KD,>,10000.0,NM
4505917,CHEMBL2030281,"Q16236, Q14145",KD,=,3600.0,NM
4506474,CHEMBL338637,Q99572,KD,=,316.23,NM
4506922,CHEMBL2348058,P9WH75,KD,=,1600.0,NM
4507396,CHEMBL1790192,P70536,KD,=,138.04,NM
4507397,CHEMBL3245748,Q5D7U5,KD,=,31.62,NM
4507399,CHEMBL3245748,P70536,KD,=,138.04,NM
4507400,CHEMBL3245748,P30559,KD,=,138.04,NM
4507425,CHEMBL321740,"P35348, P35368, P25100",KD,=,6309.57,NM
4509712,CHEMBL501400,Q04609,KD,=,2.4,NM
4509713,CHEMBL501400,Q04609,KD,=,4.8,NM
4509714,CHEMBL501400,Q04609,KD,=,4.8,NM
4509750,CHEMBL15325,"P13945, P08588, P07550",KD,=,630.96,NM
4509751,CHEMBL15325,"P13945, P08588, P07550",KD,=,645.65,NM
4509782,CHEMBL197199,Q873X9,KD,=,460.0,NM
4509794,CHEMBL197199,P11797,KD,=,33000.0,NM
4510048,CHEMBL147984,P43140,KD,=,0.6759999999999999,NM
4511151,CHEMBL1834337,P50406,KD,=,7.94,NM
4512114,CHEMBL435744,P15056,KD,=,132.0,NM
4512740,CHEMBL165445,Q13698,KD,=,13000.0,NM
4513076,CHEMBL177949,P21731,KD,=,76.0,NM
4514666,CHEMBL2402970,P04775,KD,=,55.0,NM
4514976,CHEMBL100486,P31389,KD,=,2511.89,NM
4515228,CHEMBL277500,P00720,KD,=,175000.0,NM
4515346,CHEMBL1926775,P05067,KD,=,5.19,/UM
4515353,CHEMBL1926774,P05067,KD,=,3.52,/UM
4515511,CHEMBL1254099,P20917,KD,=,26000.0,NM
4515512,CHEMBL241369,P20917,KD,=,14900.0,NM
4515513,CHEMBL241369,P20917,KD,=,17600.0,NM
4515514,CHEMBL241369,P20917,KD,=,17800.0,NM
4515515,CHEMBL241369,P20917,KD,=,20000.0,NM
4515516,CHEMBL241369,P20917,KD,=,21800.0,NM
4515517,CHEMBL241369,P20917,KD,=,26000.0,NM
4515731,CHEMBL382602,P07445,KD,=,63000.0,NM
4515775,CHEMBL90113,P19793,KD,=,220.0,NM
4516124,CHEMBL235927,P62942,KD,>,1000000.0,NM
4516349,CHEMBL375070,P35372,KD,=,380.19,NM
4516351,CHEMBL375070,P35372,KD,=,380.19,NM
4516691,CHEMBL24828,Q9Y6R4,KD,=,3000.0,NM
4516692,CHEMBL24828,Q9Y6R4,KD,=,4800.0,NM
4516693,CHEMBL24828,Q9Y6R4,KD,>,10000.0,NM
4516694,CHEMBL24828,Q9Y6M4,KD,>,10000.0,NM
4516695,CHEMBL24828,Q9Y6M4,KD,>,10000.0,NM
4516696,CHEMBL24828,Q9Y6E0,KD,>,10000.0,NM
4516698,CHEMBL24828,Q9Y6E0,KD,>,10000.0,NM
4516699,CHEMBL24828,Q9Y616,KD,>,10000.0,NM
4516700,CHEMBL24828,Q9Y616,KD,>,10000.0,NM
4516701,CHEMBL24828,Q9Y5S2,KD,=,2500.0,NM
4516703,CHEMBL24828,Q9Y5S2,KD,=,2500.0,NM
4516704,CHEMBL24828,Q9Y4K4,KD,=,450.0,NM
4516707,CHEMBL24828,Q9Y4K4,KD,=,510.0,NM
4516708,CHEMBL24828,Q9Y4K4,KD,=,450.0,NM
4516710,CHEMBL24828,Q9Y463,KD,>,10000.0,NM
4516713,CHEMBL24828,Q9Y463,KD,>,10000.0,NM
4516716,CHEMBL24828,Q9Y2U5,KD,>,10000.0,NM
4516718,CHEMBL24828,Q9Y2K2,KD,=,3900.0,NM
4516719,CHEMBL24828,Q9Y2H9,KD,>,10000.0,NM
4516720,CHEMBL24828,Q9Y2H1,KD,>,10000.0,NM
4516721,CHEMBL24828,Q9Y2H1,KD,>,10000.0,NM
4516722,CHEMBL24828,Q9Y2H1,KD,>,10000.0,NM
4516723,CHEMBL24828,Q9Y243,KD,>,10000.0,NM
4516725,CHEMBL24828,Q9Y243,KD,>,10000.0,NM
4516726,CHEMBL24828,Q9UQM7,KD,>,10000.0,NM
4516729,CHEMBL24828,Q9UQM7,KD,>,10000.0,NM
4516730,CHEMBL24828,Q9UQM7,KD,>,10000.0,NM
4516732,CHEMBL24828,Q9UQB9,KD,=,1500.0,NM
4516733,CHEMBL24828,Q9UQB9,KD,>,10000.0,NM
4516734,CHEMBL24828,Q9UQB9,KD,=,1500.0,NM
4516735,CHEMBL24828,Q9UQ88,KD,>,10000.0,NM
4516736,CHEMBL24828,Q9UQ88,KD,>,10000.0,NM
4516737,CHEMBL24828,Q9UPZ9,KD,>,10000.0,NM
4516738,CHEMBL24828,Q9UPE1,KD,>,10000.0,NM
4516740,CHEMBL24828,Q9UM73,KD,=,2100.0,NM
4516743,CHEMBL24828,Q9UM73,KD,=,2100.0,NM
4516746,CHEMBL24828,Q9UL54,KD,>,10000.0,NM
4516748,CHEMBL24828,Q9UKI8,KD,>,10000.0,NM
4516749,CHEMBL24828,Q9UKI8,KD,>,10000.0,NM
4516750,CHEMBL24828,Q9UKE5,KD,=,2300.0,NM
4516751,CHEMBL24828,Q9UKE5,KD,=,3900.0,NM
4516752,CHEMBL24828,Q9UKE5,KD,=,2300.0,NM
4516753,CHEMBL24828,Q9UK32,KD,=,240.0,NM
4516754,CHEMBL24828,Q9UK32,KD,>,10000.0,NM
4516756,CHEMBL24828,Q9UK32,KD,=,240.0,NM
4516757,CHEMBL24828,Q9UK32,KD,>,10000.0,NM
4516758,CHEMBL24828,Q9UIK4,KD,>,10000.0,NM
4516760,CHEMBL24828,Q9UIK4,KD,>,10000.0,NM
4516761,CHEMBL24828,Q9UIK4,KD,>,10000.0,NM
4516762,CHEMBL24828,Q9UHD2,KD,>,10000.0,NM
4516766,CHEMBL24828,Q9UF33,KD,=,50.0,NM
4516768,CHEMBL24828,Q9UF33,KD,=,65.0,NM
4516769,CHEMBL24828,Q9UF33,KD,=,50.0,NM
4516770,CHEMBL24828,Q9UEW8,KD,>,10000.0,NM
4516772,CHEMBL24828,Q9UEE5,KD,>,10000.0,NM
4516774,CHEMBL24828,Q9UEE5,KD,>,10000.0,NM
4516775,CHEMBL24828,Q9UEE5,KD,>,10000.0,NM
4516777,CHEMBL24828,Q9UBF8,KD,>,10000.0,NM
4516778,CHEMBL24828,Q9UBE8,KD,>,10000.0,NM
4516780,CHEMBL24828,Q9UBE8,KD,>,10000.0,NM
4516781,CHEMBL24828,Q9P2K8,KD,>,10000.0,NM
4516782,CHEMBL24828,Q9P2K8,KD,>,10000.0,NM
4516783,CHEMBL24828,Q9P289,KD,>,10000.0,NM
4516785,CHEMBL24828,Q9P289,KD,>,10000.0,NM
4516786,CHEMBL24828,Q9P286,KD,>,10000.0,NM
4516788,CHEMBL24828,Q9P286,KD,>,10000.0,NM
4516789,CHEMBL24828,Q9P286,KD,>,10000.0,NM
4516790,CHEMBL24828,Q9P1W9,KD,>,10000.0,NM
4516792,CHEMBL24828,Q9P1W9,KD,>,10000.0,NM
4516793,CHEMBL24828,Q9P1W9,KD,>,10000.0,NM
4516794,CHEMBL24828,Q9P0L2,KD,>,10000.0,NM
4516796,CHEMBL24828,Q9P0L2,KD,>,10000.0,NM
4516797,CHEMBL24828,Q9NYY3,KD,>,10000.0,NM
4516799,CHEMBL24828,Q9NYL2,KD,=,5100.0,NM
4516801,CHEMBL24828,Q9NYL2,KD,=,5100.0,NM
4516802,CHEMBL24828,Q9NY57,KD,>,10000.0,NM
4516803,CHEMBL24828,Q9NY57,KD,>,10000.0,NM
4516804,CHEMBL24828,Q9NWZ3,KD,=,75.0,NM
4516806,CHEMBL24828,Q9NSY1,KD,>,10000.0,NM
4516807,CHEMBL24828,Q9NSY1,KD,>,10000.0,NM
4516808,CHEMBL24828,Q9NSY1,KD,>,10000.0,NM
4516809,CHEMBL24828,Q9NRP7,KD,>,10000.0,NM
4516810,CHEMBL24828,Q9NRP7,KD,>,10000.0,NM
4516811,CHEMBL24828,Q9NRP7,KD,>,10000.0,NM
4516812,CHEMBL24828,Q9NRM7,KD,>,10000.0,NM
4516813,CHEMBL24828,Q9NRM7,KD,>,10000.0,NM
4516814,CHEMBL24828,Q9NRH2,KD,>,10000.0,NM
4516816,CHEMBL24828,Q9NQU5,KD,>,10000.0,NM
4516818,CHEMBL24828,Q9NQU5,KD,>,10000.0,NM
4516819,CHEMBL24828,Q9NQU5,KD,>,10000.0,NM
4516820,CHEMBL24828,Q9JI10,KD,>,10000.0,NM
4516821,CHEMBL24828,Q9HCP0,KD,>,10000.0,NM
4516822,CHEMBL24828,Q9HCP0,KD,>,10000.0,NM
4516823,CHEMBL24828,Q9HCP0,KD,>,10000.0,NM
4516824,CHEMBL24828,Q9HC98,KD,>,10000.0,NM
4516826,CHEMBL24828,Q9HC98,KD,>,10000.0,NM
4516827,CHEMBL24828,Q9HC98,KD,>,10000.0,NM
4516829,CHEMBL24828,Q9HBH9,KD,=,1700.0,NM
4516831,CHEMBL24828,Q9HBH9,KD,=,3400.0,NM
4516832,CHEMBL24828,Q9HBH9,KD,=,1700.0,NM
4516833,CHEMBL24828,Q9HAZ1,KD,>,10000.0,NM
4516836,CHEMBL24828,Q9HAZ1,KD,>,10000.0,NM
4516837,CHEMBL24828,Q9HAZ1,KD,>,10000.0,NM
4516839,CHEMBL24828,Q9H4B4,KD,>,10000.0,NM
4516841,CHEMBL24828,Q9H4B4,KD,>,10000.0,NM
4516842,CHEMBL24828,Q9H422,KD,>,10000.0,NM
4516844,CHEMBL24828,Q9H3Y6,KD,=,1900.0,NM
4516846,CHEMBL24828,Q9H3Y6,KD,=,1900.0,NM
4516847,CHEMBL24828,Q9H2X6,KD,>,10000.0,NM
